Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,NumDeg,NumCertf,NumJobs,AverageMonths
Admin,77805.28205,5,1,Academia,63461.28125,32,1,Academia,63461.28125,15,1,Academia,42492.8,21,1,3,3,4,18.25
Admin,77805.28205,11,0,Unemployed,57313,10,0,Unemployed,0,3,1,Academia,63461.28125,3,1,2,1,4,6.75
Admin,77805.28205,11,0,Unemployed,57313,10,0,Unemployed,0,3,1,Academia,63461.28125,3,1,2,1,4,6.75
Admin,77805.28205,37,1,Unemployed,0,12,1,Unemployed,0,3,1,Academia,63461.28125,7,0,3,3,4,14.75
Admin,77805.28205,48,1,Unemployed,0,14,0,Unemployed,0,3,0,Unemployed,42750,3,0,3,3,4,17
Law,77805.28205,40,0,Management,79819.50204,10,1,Finance,60991.45474,26,0,Operations,69434.83383,4,0,3,3,4,20
Admin,77805.28205,28,1,Sales,47142.92286,8,1,Admin,51794.60833,6,1,Sales,47142.92286,4,0,3,3,4,11.5
Admin,77805.28205,16,1,Admin,77805.28205,58,0,Other,53085.31717,33,1,Unemployed,0,0,0,3,3,3,26.75
Finance,60991.45474,8,1,IT,69783.6369,9,0,Operations,69434.83383,21,1,Sales,47142.92286,20,1,3,3,4,14.5
Management,79819.50204,22,1,Academia,125566.1667,86,0,Academia,63461.28125,11,0,Management,98281.5,230,1,3,3,4,87.25
Management,79819.50204,1,1,Management,79819.50204,37,0,Academia,63461.28125,119,0,Academia,63461.28125,71,0,3,3,4,57
Management,79819.50204,4,1,Government,78213.325,17,1,Management,79819.50204,17,1,Government,78213.325,3,1,2,3,4,10.25
Management,79819.50204,28,1,Executive,123893.3069,53,1,Government,78213.325,15,1,Unemployed,0,0,0,3,3,3,24
IT,69783.6369,3,1,Sales,72403.5,18,0,IT,69783.6369,18,0,Other,24135.01587,2,0,3,3,4,10.25
Management,115900,105,0,IT,69783.6369,17,0,Consultant,78074.16822,54,0,Finance,73591.75926,40,0,3,3,4,54
Marketing,80388,8,1,Marketing,50436.77654,9,0,Marketing,50436.77654,8,1,Consultant,78074.16822,44,0,3,3,4,17.25
Marketing,50436.77654,6,1,Sales,47142.92286,8,1,Other,53085.31717,29,1,Unemployed,0,21,1,2,3,4,16
Management,79819.50204,10,0,Finance,77805.28205,59,1,Finance,60991.45474,6,1,Finance,60991.45474,63,1,3,3,4,34.5
Management,79819.50204,6,1,Management,89985.33333,40,1,Management,79819.50204,26,0,HR,51182.90816,10,1,3,3,4,20.5
Management,79819.50204,22,1,Sales,40193.5,25,1,Management,79819.50204,18,1,IT,69783.6369,11,1,2,3,4,19
Admin,51794.60833,3,1,Academia,63461.28125,24,1,IT,69783.6369,2,0,IT,69783.6369,11,0,3,3,4,10
Admin,51794.60833,42,1,Marketing,50436.77654,19,1,Operations,69434.83383,21,1,Marketing,53894,55,1,1,1,4,34.25
Finance,60991.45474,18,1,Finance,65640.65278,51,0,Other,53085.31717,31,1,Management,79819.50204,5,0,3,3,4,26.25
IT,69783.6369,8,0,Academia,55100,7,0,Unemployed,0,2,0,Academia,41346.78947,3,1,3,3,4,5
Other,53085.31717,33,0,Consultant,86307.45545,24,0,Executive,123893.3069,40,1,Unemployed,0,0,0,3,3,3,24.25
Marketing,50436.77654,1,0,Marketing,65640.65278,22,1,Unemployed,0,6,0,Management,79819.50204,3,1,3,3,4,8
Marketing,50436.77654,1,0,Finance,65640.65278,24,0,Unemployed,0,3,1,Academia,63461.28125,3,1,3,3,4,7.75
Finance,60991.45474,74,1,HR,51182.90816,5,1,HR,51182.90816,24,0,Management,79819.50204,21,1,3,3,4,31
Finance,60991.45474,24,1,Executive,123893.3069,17,1,Executive,123893.3069,12,1,Executive,123893.3069,22,1,3,3,4,18.75
Other,53085.31717,15,0,Other,53085.31717,30,1,Admin,51794.60833,9,1,Operations,69434.83383,16,0,2,1,4,17.5
Finance,60991.45474,20,1,Finance,65640.65278,28,1,Finance,60991.45474,3,1,Other,53085.31717,2,1,3,3,4,13.25
HR,51182.90816,31,1,IT,69783.6369,77,1,Unemployed,0,28,1,Management,79819.50204,52,1,3,3,4,47
Sales,47142.92286,7,1,Sales,47142.92286,55,1,Executive,123893.3069,10,0,Academia,63461.28125,3,0,3,3,4,18.75
Other,53085.31717,7,0,Finance,65640.65278,41,1,Finance,60991.45474,35,0,Finance,60991.45474,12,1,3,3,4,23.75
Finance,60991.45474,46,1,Finance,85474.2,24,1,Executive,123893.3069,20,1,Management,107588,23,0,3,3,4,28.25
HR,51182.90816,4,1,Other,53085.31717,48,1,HR,51182.90816,3,1,HR,51182.90816,18,1,3,2,4,18.25
HR,51182.90816,13,1,Management,79819.50204,48,1,Management,79819.50204,42,1,Executive,123893.3069,12,0,3,1,4,28.75
Other,53085.31717,58,1,Other,53085.31717,40,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,24.5
Other,53085.31717,23,1,Other,53085.31717,7,1,Other,53085.31717,1,0,Unemployed,0,0,0,3,3,3,7.75
Finance,60991.45474,8,1,Finance,60991.45474,4,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,3
Other,53085.31717,26,1,Management,89985.33333,36,1,Service,37263.83653,2,1,Management,48171,31,1,3,3,4,23.75
Engineering,81584.97869,11,1,Academia,63461.28125,15,1,Engineering,81584.97869,5,0,Finance,60991.45474,30,0,3,3,4,15.25
IT,69783.6369,54,1,IT,69783.6369,6,0,IT,69783.6369,68,1,Engineering,92346.5,140,1,2,3,4,67
Engineering,123772,14,1,Executive,123893.3069,25,1,Engineering,81584.97869,12,1,IT,69783.6369,27,1,3,1,4,19.5
Service,37263.83653,38,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,9.5
Service,37263.83653,38,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,9.5
Service,37263.83653,13,0,Service,37263.83653,52,1,Other,53085.31717,82,0,Government,78213.325,10,0,2,1,4,39.25
Service,37263.83653,7,1,IT,69783.6369,91,0,IT,69783.6369,10,0,Other,53085.31717,12,0,3,3,4,30
Management,79819.50204,203,0,Management,46820,71,0,Service,37263.83653,21,0,Management,79819.50204,38,1,2,1,4,83.25
Sales,47142.92286,43,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,10.75
IT,69783.6369,12,1,IT,69783.6369,24,1,IT,69783.6369,9,1,Finance,60991.45474,11,1,3,3,4,14
IT,69783.6369,68,0,IT,69783.6369,44,0,Other,53085.31717,48,0,Unemployed,0,0,0,2,3,3,40
Admin,51794.60833,22,0,Service,55656.33333,6,0,Other,53085.31717,12,0,Management,79819.50204,5,0,3,3,4,11.25
Other,53085.31717,19,1,Other,53085.31717,11,0,Academia,63461.28125,591,1,Unemployed,0,0,0,3,3,3,155.25
Management,79819.50204,6,1,Sales,47142.92286,5,0,Executive,123893.3069,11,1,Management,79819.50204,59,0,3,3,4,20.25
Admin,51794.60833,11,0,Management,79819.50204,69,0,IT,69783.6369,42,0,Unemployed,0,0,0,3,3,3,30.5
Management,79819.50204,16,1,Other,53085.31717,48,1,Other,53085.31717,7,0,IT,69783.6369,12,1,2,1,4,20.75
Management,79819.50204,16,1,Other,53085.31717,48,1,Other,53085.31717,7,0,IT,69783.6369,12,1,2,1,4,20.75
Management,66503.2,72,0,Finance,48036,59,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,32.75
Management,66503.2,229,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,57.25
Management,66503.2,8,1,Service,101305,7,1,Service,37263.83653,30,0,Other,84550,60,1,3,3,4,26.25
Management,66503.2,131,1,Service,37263.83653,78,1,Management,79819.50204,186,0,Unemployed,0,0,0,1,1,3,98.75
Management,66503.2,131,1,Service,37263.83653,78,1,Management,79819.50204,186,0,Unemployed,0,0,0,1,1,3,98.75
Management,93334.77778,67,1,Management,107588,123,1,Management,79819.50204,10,1,Marketing,50436.77654,31,0,3,3,4,57.75
Management,93334.77778,31,0,Management,93334.77778,24,1,Management,79819.50204,5,0,Marketing,50436.77654,7,1,3,3,4,16.75
Management,93334.77778,32,1,Executive,123893.3069,44,1,Service,37263.83653,55,1,Management,79819.50204,132,1,3,3,4,65.75
Management,93334.77778,11,0,Management,70334.75,38,1,HR,51182.90816,37,0,Other,53085.31717,30,0,3,3,4,29
Marketing,93334.77778,73,0,Other,53085.31717,54,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,31.75
Sales,47142.92286,3,1,Other,53085.31717,6,1,Other,53085.31717,6,1,IT,69783.6369,6,1,2,1,4,5.25
Sales,47142.92286,3,1,Other,53085.31717,6,1,Other,53085.31717,6,1,IT,69783.6369,6,1,2,1,4,5.25
Marketing,50436.77654,10,1,Management,79819.50204,12,1,Marketing,50436.77654,57,1,HR,51182.90816,8,1,3,3,4,21.75
Marketing,50436.77654,6,0,Other,53085.31717,7,0,Service,37263.83653,12,0,Service,37263.83653,14,0,3,3,4,9.75
Marketing,50436.77654,19,1,Unemployed,0,5,1,Other,53085.31717,4,1,Other,53085.31717,4,1,3,3,4,8
Marketing,50436.77654,31,1,Service,27222.22222,10,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,10.25
Other,53085.31717,18,1,Other,53085.31717,10,0,Other,53085.31717,15,0,Other,53085.31717,13,0,3,3,4,14
Sales,47142.92286,3,1,Sales,47142.92286,6,1,Management,79819.50204,27,1,IT,69783.6369,22,1,3,3,4,14.5
Finance,73591.75926,11,1,Executive,123893.3069,80,1,Finance,60991.45474,11,0,Academia,63461.28125,4,1,3,3,4,26.5
Finance,73591.75926,2,1,Operations,69434.83383,4,1,Consultant,78074.16822,3,1,Consultant,86307.45545,9,0,2,1,4,4.5
Finance,73591.75926,6,1,IT,57104.7619,44,1,IT,69783.6369,12,0,IT,57104.7619,11,0,3,3,4,18.25
Finance,73591.75926,59,0,Management,79819.50204,34,0,IT,69783.6369,46,1,Consultant,78074.16822,62,0,3,3,4,50.25
Finance,73591.75926,6,1,Finance,73591.75926,43,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,12.25
Finance,73591.75926,60,0,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,16.5
Finance,73591.75926,25,1,HR,51182.90816,23,0,Operations,69434.83383,20,1,IT,78939.875,65,0,3,3,4,33.25
Finance,73591.75926,22,0,IT,57104.7619,14,0,Sales,47142.92286,1,0,IT,75042,2,0,3,1,4,9.75
Sales,65857,33,0,Sales,65857,34,1,Sales,47142.92286,104,1,Sales,65857,6,0,3,3,4,44.25
Sales,65857,80,0,Sales,47142.92286,90,0,Sales,47142.92286,59,0,Unemployed,0,0,0,3,3,3,57.25
Sales,65857,6,1,Sales,66907.90991,7,0,Sales,47142.92286,6,0,Sales,47142.92286,15,0,1,3,4,8.5
Sales,47142.92286,10,1,Sales,47142.92286,33,1,IT,69783.6369,88,0,IT,69783.6369,40,1,3,3,4,42.75
Sales,47142.92286,11,1,Other,53085.31717,13,1,Management,79819.50204,4,1,Executive,45600,6,1,2,1,4,8.5
Sales,47142.92286,23,1,Other,33946.66667,40,1,Sales,47142.92286,6,1,Sales,47142.92286,14,1,3,1,4,20.75
Sales,47142.92286,10,1,Government,78213.325,10,1,Management,79819.50204,10,1,Sales,47142.92286,12,1,3,3,4,10.5
Sales,47142.92286,5,0,Finance,93858,6,0,Finance,60991.45474,12,1,Executive,123893.3069,42,1,3,3,4,16.25
Sales,47142.92286,13,1,Marketing,28522.5,12,1,Sales,47142.92286,7,1,Management,79819.50204,6,1,3,3,4,9.5
Sales,47142.92286,5,0,Operations,69434.83383,14,0,Operations,69434.83383,12,1,Other,53085.31717,7,0,3,3,4,9.5
Sales,47142.92286,28,0,Management,77273.8,4,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,8
Sales,47142.92286,10,1,Finance,65640.65278,27,0,Marketing,50436.77654,5,0,Management,79819.50204,20,0,3,3,4,15.5
Sales,40193.5,63,1,IT,69783.6369,3,1,Admin,51794.60833,23,0,IT,69783.6369,123,1,3,3,4,53
Sales,71366.9,20,1,Sales,47142.92286,5,1,Sales,47142.92286,18,1,Sales,47142.92286,8,1,3,2,4,12.75
Sales,71366.9,32,1,Marketing,31895,7,1,Consultant,78074.16822,35,0,Sales,47142.92286,25,0,3,3,4,24.75
Sales,71366.9,6,1,Service,37263.83653,19,1,Management,79819.50204,7,0,Marketing,50436.77654,3,0,3,3,4,8.75
Sales,71366.9,199,1,Other,53085.31717,41,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,60
Sales,71366.9,19,1,Operations,85551.22727,11,1,Sales,47142.92286,8,1,Academia,63461.28125,3,1,3,3,4,10.25
Sales,71366.9,37,1,Sales,71366.9,11,1,Sales,47142.92286,18,1,Academia,63461.28125,7,1,3,3,4,18.25
Sales,47142.92286,11,1,IT,69783.6369,6,1,Operations,69434.83383,4,0,Sales,47142.92286,1,1,3,2,4,5.5
Sales,47142.92286,2,1,Service,37263.83653,5,1,Marketing,50436.77654,68,1,Marketing,50436.77654,74,1,3,3,4,37.25
Sales,47142.92286,64,1,IT,69783.6369,23,1,Sales,47142.92286,83,0,Unemployed,0,0,0,3,3,3,42.5
Sales,47142.92286,36,1,Marketing,43688.73333,13,1,Other,53085.31717,7,1,Service,37263.83653,3,1,2,1,4,14.75
Sales,47142.92286,14,1,Marketing,32646,27,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,10.25
Sales,47142.92286,14,1,Marketing,32646,27,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,10.25
Sales,47142.92286,6,1,Sales,47142.92286,9,0,Sales,47142.92286,4,0,Other,53085.31717,6,0,3,1,4,6.25
Sales,47142.92286,4,1,Sales,47142.92286,4,1,Marketing,50436.77654,3,1,Sales,47142.92286,4,0,3,3,4,3.75
Sales,47142.92286,2,1,IT,69783.6369,7,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,2.25
Sales,47142.92286,2,0,IT,69783.6369,7,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,2.25
Sales,58259,5,1,HR,51182.90816,6,0,Other,53085.31717,26,1,Sales,60877.01504,36,1,3,3,4,18.25
IT,69783.6369,2,1,Service,37263.83653,7,1,IT,69783.6369,34,0,HR,51182.90816,20,0,3,3,4,15.75
IT,69783.6369,14,1,Sales,47142.92286,4,1,IT,69783.6369,4,1,Finance,60991.45474,3,1,3,1,4,6.25
IT,69783.6369,1,1,IT,69783.6369,21,1,Finance,60991.45474,22,0,IT,67400.90476,16,0,2,1,4,15
IT,69783.6369,5,1,IT,69783.6369,25,1,IT,69783.6369,2,1,IT,62673,54,1,3,1,4,21.5
IT,69783.6369,7,1,IT,69783.6369,12,1,Other,53085.31717,7,1,IT,69783.6369,33,0,3,3,4,14.75
IT,69783.6369,19,1,IT,69783.6369,14,1,Consultant,78074.16822,29,0,Consultant,86307.45545,4,0,1,3,4,16.5
Management,79819.50204,165,1,Management,89985.33333,65,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,57.5
Management,79819.50204,10,1,Sales,66907.90991,8,0,Sales,47142.92286,11,0,IT,69783.6369,8,0,3,3,4,9.25
Sales,47142.92286,40,0,Executive,123893.3069,51,0,Operations,69434.83383,35,0,Finance,73591.75926,37,0,3,3,4,40.75
Finance,60991.45474,27,1,Management,79819.50204,56,0,Sales,47142.92286,43,0,Marketing,25788,24,0,3,3,4,37.5
Other,53085.31717,26,1,Service,37263.83653,3,0,Service,37263.83653,12,0,Other,53085.31717,7,0,3,3,4,12
Management,79819.50204,26,0,Management,79819.50204,70,1,Operations,69434.83383,3,0,Marketing,50436.77654,1,0,2,1,4,25
Management,79819.50204,22,1,Management,79819.50204,6,0,Management,79819.50204,15,1,Admin,35789.36364,7,1,3,3,4,12.5
Management,79819.50204,28,1,Management,79819.50204,35,1,Consultant,78074.16822,56,1,Management,79819.50204,16,1,3,3,4,33.75
Management,53395,36,1,Sales,71366.9,104,0,Other,53085.31717,14,0,Finance,60991.45474,80,0,3,3,4,58.5
Management,79819.50204,29,1,Executive,123893.3069,70,1,Executive,123893.3069,104,0,Management,79819.50204,24,0,3,3,4,56.75
Engineering,81584.97869,13,1,Other,53085.31717,31,1,IT,69783.6369,31,0,HR,51182.90816,8,1,3,3,4,20.75
Academia,63461.28125,59,1,Other,53085.31717,19,1,Academia,63461.28125,3,1,Management,79819.50204,3,1,3,3,4,21
Marketing,50436.77654,16,1,Sales,47142.92286,10,1,Executive,123893.3069,57,1,Executive,123893.3069,135,1,3,3,4,54.5
HR,51182.90816,24,1,Engineering,58451.66667,93,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,29.25
HR,51182.90816,66,1,Government,78213.325,4,1,HR,51182.90816,7,1,Service,37263.83653,28,1,2,3,4,26.25
HR,51182.90816,62,1,HR,51182.90816,8,1,HR,51182.90816,10,1,HR,51182.90816,3,1,3,3,4,20.75
Management,79819.50204,48,1,Other,53085.31717,108,0,Executive,123893.3069,47,0,Other,53085.31717,67,1,2,1,4,67.5
IT,69783.6369,74,1,Other,53085.31717,78,1,IT,69783.6369,12,0,IT,69783.6369,6,0,3,3,4,42.5
Other,53085.31717,64,1,HR,51182.90816,14,1,Management,79819.50204,19,1,Management,79819.50204,24,1,3,3,4,30.25
Other,38000,71,0,Management,541524.5,104,0,Other,53085.31717,9,0,Unemployed,0,0,0,3,3,3,46
IT,69783.6369,208,1,Other,53085.31717,16,1,Other,53085.31717,14,1,IT,69783.6369,7,1,2,3,4,61.25
Other,53085.31717,21,1,Consultant,86307.45545,3,1,Executive,123893.3069,42,1,HR,35542,2,1,3,3,4,17
HR,51182.90816,4,1,HR,51182.90816,17,1,HR,51182.90816,7,1,HR,51182.90816,5,1,3,3,4,8.25
HR,51182.90816,9,1,Management,79819.50204,13,1,Operations,69434.83383,48,1,HR,51182.90816,13,1,3,3,4,20.75
Sales,47142.92286,6,0,Management,79819.50204,15,1,Management,79819.50204,54,1,Management,79819.50204,14,1,1,1,4,22.25
IT,69783.6369,21,1,Other,53085.31717,34,1,IT,69783.6369,76,1,Executive,80431,42,1,1,1,4,43.25
HR,51182.90816,22,1,HR,51182.90816,44,1,IT,69783.6369,32,1,Operations,69434.83383,6,0,3,3,4,26
HR,51182.90816,1,1,Sales,47142.92286,9,1,Service,37263.83653,7,1,Service,37263.83653,46,0,2,1,4,15.75
Other,53085.31717,28,1,Executive,123893.3069,28,1,Executive,123893.3069,35,1,Other,53085.31717,22,1,3,1,4,28.25
HR,51182.90816,21,1,HR,51182.90816,22,1,HR,51182.90816,56,1,Management,79819.50204,28,0,1,1,4,31.75
HR,51182.90816,5,1,Executive,123893.3069,14,1,Management,79819.50204,2,1,Management,79819.50204,31,1,3,3,4,13
HR,51182.90816,7,1,Management,79819.50204,48,1,Management,79819.50204,79,1,HR,51182.90816,71,1,3,1,4,51.25
IT,69783.6369,4,1,Executive,123893.3069,8,1,Executive,123893.3069,62,1,Finance,60991.45474,24,0,2,2,4,24.5
Engineering,81584.97869,30,1,IT,69783.6369,27,1,Other,53085.31717,2,0,Engineering,81584.97869,2,0,3,3,4,15.25
Service,37263.83653,6,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,1.5
Sales,47142.92286,1,1,Sales,47142.92286,13,1,Other,53085.31717,1,1,Unemployed,0,0,0,3,3,3,3.75
Service,36100,7,1,Consultant,86307.45545,4,0,Management,79819.50204,12,0,Management,79819.50204,35,0,3,3,4,14.5
Service,37263.83653,21,1,HR,30400,6,1,HR,51182.90816,17,1,Sales,47142.92286,6,1,3,3,4,12.5
Service,53473.33333,42,0,Service,37263.83653,31,1,Marketing,50436.77654,6,1,Service,37263.83653,2,1,1,1,4,20.25
IT,69783.6369,19,1,Academia,42492.8,3,1,Unemployed,0,0,0,Unemployed,0,0,0,2,1,2,5.5
IT,69783.6369,16,1,IT,69783.6369,8,1,Other,53085.31717,17,1,IT,69783.6369,62,0,3,3,4,25.75
IT,69783.6369,44,1,IT,69783.6369,59,0,Unemployed,0,0,0,Unemployed,0,0,0,2,3,2,25.75
IT,69783.6369,6,1,IT,69783.6369,102,1,IT,69783.6369,40,0,IT,69783.6369,11,0,3,3,4,39.75
IT,69783.6369,2,1,IT,69783.6369,34,1,IT,69783.6369,8,0,IT,69783.6369,1,1,3,3,4,11.25
IT,69783.6369,163,1,IT,69783.6369,70,1,IT,69783.6369,6,1,IT,69783.6369,9,1,3,3,4,62
Other,53085.31717,118,0,Engineering,81584.97869,5,0,Consultant,78074.16822,2,0,Operations,69434.83383,28,0,3,3,4,38.25
Executive,123893.3069,127,1,IT,69783.6369,16,0,Finance,60991.45474,30,1,IT,69783.6369,10,1,3,3,4,45.75
Management,79819.50204,60,1,Management,79819.50204,2,0,Management,79819.50204,78,0,Management,89985.33333,256,0,3,3,4,99
HR,51182.90816,6,1,Other,53085.31717,5,1,Sales,47142.92286,11,1,Other,53085.31717,49,1,3,2,4,17.75
Management,79819.50204,41,1,Management,79819.50204,43,1,Management,79819.50204,4,1,Other,53085.31717,31,1,3,3,4,29.75
Management,42853,19,1,Consultant,86307.45545,17,1,Management,79819.50204,76,1,Government,78213.325,16,1,3,3,4,32
Finance,42853,13,1,Academia,63461.28125,11,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,6
Management,42853,11,1,Admin,77805.28205,47,1,Executive,123893.3069,16,1,Academia,56182,19,1,3,3,4,23.25
Management,79819.50204,6,1,Executive,123893.3069,9,0,Executive,123893.3069,9,1,Service,37263.83653,20,0,3,3,4,11
Marketing,50436.77654,27,1,Other,53085.31717,12,1,Marketing,50436.77654,16,1,Other,53085.31717,25,1,3,3,4,20
Marketing,43871,2,1,Other,53085.31717,3,0,Other,53085.31717,6,0,Marketing,50436.77654,8,1,3,3,4,4.75
Marketing,50436.77654,48,1,Marketing,50436.77654,12,1,Other,53085.31717,23,1,Marketing,43871,7,1,3,3,4,22.5
Marketing,50436.77654,15,1,Marketing,50436.77654,14,1,Marketing,50436.77654,4,1,Other,53085.31717,4,1,2,1,4,9.25
Marketing,50436.77654,15,1,Marketing,50436.77654,14,1,Marketing,50436.77654,4,1,Other,53085.31717,4,1,2,1,4,9.25
Marketing,50436.77654,5,0,Finance,60991.45474,13,0,Other,53085.31717,13,0,Academia,61734.61538,20,0,3,3,4,12.75
Marketing,50436.77654,7,1,Marketing,50436.77654,17,1,Marketing,50436.77654,39,0,Management,79819.50204,20,1,3,3,4,20.75
Marketing,50436.77654,18,1,Marketing,50436.77654,3,1,Marketing,50436.77654,36,1,Other,53085.31717,3,1,3,3,4,15
Marketing,44021.5,140,1,Other,42115.18182,19,0,Admin,51794.60833,12,0,Unemployed,0,0,0,1,1,3,42.75
Marketing,44021.5,25,1,Marketing,50436.77654,30,1,Service,37263.83653,15,1,Marketing,55620,8,1,2,1,4,19.5
Management,79819.50204,24,1,Management,79819.50204,65,1,Management,79819.50204,16,1,Marketing,50436.77654,88,0,3,3,4,48.25
Management,79819.50204,19,1,Service,36327,77,1,Other,53085.31717,28,1,Other,26600,28,1,3,3,4,38
Management,79819.50204,7,1,Marketing,50436.77654,24,1,Management,79819.50204,42,1,Marketing,57675.6,49,1,3,3,4,30.5
Marketing,55620,149,0,IT,52818,31,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,45
Marketing,55620,13,0,Marketing,55620,116,0,Marketing,50436.77654,28,1,Other,53085.31717,16,1,2,1,4,43.25
Marketing,55620,13,0,Marketing,55620,116,0,Marketing,50436.77654,28,1,Other,53085.31717,16,1,2,1,4,43.25
Marketing,55620,9,1,Executive,123893.3069,19,1,Academia,63461.28125,2,1,Other,53085.31717,35,1,2,1,4,16.25
Marketing,55620,9,1,Executive,123893.3069,19,1,Academia,63461.28125,2,1,Other,53085.31717,35,1,2,1,4,16.25
Marketing,55620,10,0,Marketing,50436.77654,9,0,Marketing,50436.77654,53,1,Other,27222.22222,11,0,2,1,4,20.75
Marketing,50436.77654,15,1,Other,53085.31717,55,1,Other,53085.31717,24,1,Executive,123893.3069,51,1,3,3,4,36.25
Marketing,57675.6,10,1,Service,65909.16667,42,1,Admin,51794.60833,11,0,Other,53085.31717,145,0,1,1,4,52
Marketing,50436.77654,6,1,Management,79819.50204,10,1,Other,53085.31717,2,1,Consultant,78074.16822,43,0,3,3,4,15.25
Management,79819.50204,51,1,Consultant,86307.45545,8,1,Marketing,50436.77654,37,1,Service,43079,8,0,3,3,4,26
Other,53085.31717,96,0,Management,107588,270,0,Other,53085.31717,12,0,Management,79819.50204,11,0,2,1,4,97.25
Admin,51794.60833,87,1,Management,29450,102,1,Service,37263.83653,15,1,Unemployed,0,0,0,3,3,3,51
Other,53085.31717,37,1,Service,42178.75,19,0,Academia,63461.28125,27,0,Other,53085.31717,9,0,3,3,4,23
Other,53085.31717,55,1,Other,123174,3,1,IT,69783.6369,5,1,Unemployed,0,0,0,1,1,3,15.75
Finance,60991.45474,31,1,Marketing,57675.6,33,1,Marketing,50436.77654,6,1,Marketing,55620,61,1,3,3,4,32.75
Management,55476.75,47,0,Other,53085.31717,17,1,Finance,60991.45474,6,1,Other,87589,5,1,3,3,4,18.75
Management,55476.75,15,1,IT,69783.6369,11,1,Academia,63461.28125,27,1,Other,53085.31717,26,0,3,3,4,19.75
Other,53085.31717,19,0,Other,27550,20,0,Executive,123893.3069,80,1,Other,32300,2,1,3,3,4,30.25
Health,32338,19,1,Service,37263.83653,18,1,Unemployed,0,38,1,Finance,60991.45474,12,1,3,3,4,21.75
Government,78213.325,6,1,IT,69783.6369,21,1,Academia,63461.28125,7,1,Finance,60991.45474,67,1,2,1,4,25.25
Government,78213.325,6,1,IT,69783.6369,21,1,Academia,63461.28125,7,1,Finance,60991.45474,67,1,2,1,4,25.25
Other,53085.31717,11,1,Operations,69434.83383,40,0,Operations,69434.83383,18,0,IT,69783.6369,33,0,3,3,4,25.5
Management,79819.50204,24,1,Other,53085.31717,18,1,Operations,69434.83383,31,1,Unemployed,0,11,1,3,3,4,21
IT,36100,9,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,1,2.25
IT,69783.6369,3,1,IT,69783.6369,7,1,IT,69783.6369,3,1,Academia,63461.28125,7,1,3,3,4,5
Admin,51794.60833,103,0,Consultant,78074.16822,10,1,Other,53085.31717,3,1,HR,51182.90816,3,1,3,3,4,29.75
