Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,Cat5,AvgS5,M5,Co5,NumDeg,NumCertf,numJobs,AverageMonths
Admin,51794.60833,40,1,Admin,51794.60833,65,0,Admin,51794.60833,32,1,Admin,51794.60833,62,1,Admin,51794.60833,28,1,3,3,5,45.4
Marketing,50436.77654,13,1,Sales,47142.92286,19,1,Sales,47142.92286,19,1,Sales,47142.92286,46,1,Other,53085.31717,93,1,1,2,5,38
Executive,123893.3069,5,1,Management,79819.50204,62,1,Management,79819.50204,46,1,Other,53085.31717,177,0,Other,53085.31717,6,0,3,3,5,59.2
Operations,69434.83383,8,1,Operations,69434.83383,15,1,Service,37263.83653,71,0,Service,37263.83653,7,1,Management,79819.50204,34,1,3,3,5,27
Sales,47142.92286,2,1,Unemployed,0,12,1,Unemployed,0,42,1,IT,69783.6369,8,0,Other,53085.31717,21,1,2,1,5,17
Academia,63461.28125,31,1,Management,79819.50204,17,0,Other,53085.31717,20,0,Executive,123893.3069,19,0,Unemployed,0,0,0,2,1,4,17.4
Academia,63461.28125,31,1,Management,79819.50204,17,0,Other,53085.31717,20,0,Executive,123893.3069,19,0,Unemployed,0,0,0,2,1,4,17.4
Admin,51794.60833,62,1,Finance,60991.45474,50,1,Academia,63461.28125,6,1,Other,53085.31717,90,1,Other,53085.31717,6,0,3,3,5,42.8
Admin,51794.60833,58,1,Other,53085.31717,12,1,Other,53085.31717,11,1,Unemployed,0,3,1,Unemployed,0,6,1,2,1,5,18
Admin,51794.60833,58,1,Other,53085.31717,12,1,Other,53085.31717,11,1,Unemployed,0,3,1,Unemployed,0,6,1,2,1,5,18
Admin,51794.60833,48,1,Unemployed,0,14,0,Unemployed,0,3,0,Unemployed,0,3,0,Sales,47142.92286,3,1,3,3,5,14.2
Admin,51794.60833,37,0,Academia,63461.28125,8,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,12.6
Admin,51794.60833,37,1,Unemployed,0,12,1,Unemployed,0,3,1,Academia,63461.28125,7,0,Consultant,78074.16822,19,0,3,3,5,15.6
Admin,51794.60833,34,1,Finance,60991.45474,26,1,Management,79819.50204,18,1,Finance,60991.45474,3,1,Other,53085.31717,6,0,3,3,5,17.4
Admin,51794.60833,34,1,Unemployed,0,11,1,Consultant,78074.16822,78,1,Unemployed,0,2,1,Executive,123893.3069,53,0,3,3,5,35.6
Admin,51794.60833,28,1,Sales,47142.92286,8,1,Admin,51794.60833,6,1,Sales,47142.92286,4,0,Other,53085.31717,6,0,3,3,5,10.4
Admin,51794.60833,27,1,Unemployed,0,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,1,1,1,3,7.8
Admin,51794.60833,25,1,Admin,51794.60833,33,1,Other,53085.31717,16,1,Unemployed,0,10,1,Unemployed,0,3,1,3,3,5,17.4
Admin,51794.60833,24,1,Unemployed,0,13,1,Academia,63461.28125,31,0,Unemployed,0,4,1,Academia,63461.28125,8,0,3,3,5,16
Admin,51794.60833,23,1,Executive,123893.3069,12,1,Unemployed,0,2,1,Finance,60991.45474,3,1,Other,53085.31717,3,1,3,3,5,8.6
Admin,51794.60833,22,1,IT,69783.6369,11,1,HR,51182.90816,3,1,HR,51182.90816,7,0,HR,51182.90816,8,1,3,3,5,10.2
Admin,51794.60833,19,1,Finance,60991.45474,8,1,HR,51182.90816,1,0,Other,53085.31717,4,0,Other,53085.31717,8,1,3,3,5,8
Admin,51794.60833,17,1,Executive,123893.3069,12,1,Other,53085.31717,9,1,Unemployed,0,12,1,Unemployed,0,3,0,3,3,5,10.6
Admin,51794.60833,16,1,Admin,51794.60833,58,0,Other,53085.31717,33,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,23.8
Admin,51794.60833,13,1,Admin,51794.60833,23,1,Unemployed,0,14,1,Other,53085.31717,3,0,Unemployed,0,3,1,3,3,5,11.2
Admin,51794.60833,11,0,Unemployed,0,10,0,Unemployed,0,3,1,Academia,63461.28125,3,1,Management,79819.50204,6,1,2,1,5,6.6
Admin,51794.60833,11,0,Unemployed,0,10,0,Unemployed,0,3,1,Academia,63461.28125,3,1,Management,79819.50204,6,1,2,1,5,6.6
Admin,51794.60833,9,1,Operations,69434.83383,21,0,Management,79819.50204,16,0,Consultant,78074.16822,44,0,Other,53085.31717,6,0,3,3,5,19.2
Admin,51794.60833,9,1,IT,69783.6369,9,0,Other,53085.31717,1,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,6.2
Admin,51794.60833,5,1,Academia,63461.28125,32,1,Academia,63461.28125,15,1,Academia,63461.28125,21,1,Academia,63461.28125,33,1,3,3,5,21.2
Admin,51794.60833,4,0,Other,53085.31717,9,1,Other,53085.31717,3,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,5.6
Admin,51794.60833,4,0,Academia,63461.28125,3,1,Engineering,81584.97869,8,0,Other,53085.31717,24,0,Other,53085.31717,6,0,3,3,5,9
Admin,51794.60833,3,1,Admin,51794.60833,4,1,Management,79819.50204,5,0,Marketing,50436.77654,1,0,Other,53085.31717,1,0,3,3,5,2.8
Admin,51794.60833,3,0,Unemployed,0,12,1,Academia,63461.28125,2,1,Unemployed,0,3,1,Management,79819.50204,1,1,3,3,5,4.2
Admin,51794.60833,2,1,Sales,47142.92286,20,1,Finance,60991.45474,4,1,Other,53085.31717,41,1,Other,53085.31717,6,0,3,3,5,14.6
Admin,51794.60833,1,1,Management,79819.50204,5,1,Operations,69434.83383,24,1,Other,53085.31717,12,1,Operations,69434.83383,32,1,3,3,5,14.8
Admin,51794.60833,1,1,Finance,60991.45474,17,1,Finance,60991.45474,14,1,Finance,60991.45474,35,1,Academia,63461.28125,32,1,3,3,5,19.8
Law,52195,40,0,Management,79819.50204,10,1,Finance,60991.45474,26,0,Operations,69434.83383,4,0,Operations,69434.83383,29,0,3,3,5,21.8
Sales,47142.92286,15,1,Other,53085.31717,15,1,Management,79819.50204,14,1,Executive,123893.3069,16,1,Management,79819.50204,6,1,2,3,5,13.2
Sales,47142.92286,15,1,Other,53085.31717,15,1,Management,79819.50204,14,1,Executive,123893.3069,16,1,Management,79819.50204,6,1,2,3,5,13.2
Finance,60991.45474,22,0,IT,69783.6369,14,0,Sales,47142.92286,1,0,IT,69783.6369,2,0,Finance,60991.45474,5,0,3,1,5,8.8
Finance,60991.45474,13,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,7.4
Finance,60991.45474,13,1,Academia,63461.28125,11,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,8.4
Consultant,78074.16822,12,1,Consultant,78074.16822,259,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,57.8
Consultant,78074.16822,12,1,Executive,123893.3069,35,1,Sales,47142.92286,3,1,Other,53085.31717,4,1,Other,53085.31717,6,0,3,3,5,12
Consultant,78074.16822,4,0,Other,53085.31717,17,1,Marketing,50436.77654,13,1,IT,69783.6369,9,1,Service,37263.83653,37,1,3,3,5,16
IT,69783.6369,19,1,Sales,47142.92286,7,1,Sales,47142.92286,60,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,17.2
Finance,60991.45474,8,1,IT,69783.6369,9,0,Unemployed,0,21,1,Sales,47142.92286,20,1,Admin,51794.60833,9,0,3,3,5,13.4
Management,79819.50204,22,1,Academia,63461.28125,86,0,Academia,63461.28125,11,0,Management,79819.50204,230,1,Other,53085.31717,28,0,3,3,5,75.4
Management,79819.50204,1,1,Management,79819.50204,37,0,Unemployed,0,119,0,Academia,63461.28125,71,0,Other,53085.31717,11,0,3,3,5,47.8
Management,79819.50204,4,1,Government,78213.325,17,1,Management,79819.50204,17,1,Government,78213.325,3,1,Other,53085.31717,6,1,2,3,5,9.4
Management,79819.50204,28,1,Executive,123893.3069,53,1,Government,78213.325,15,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,21.6
Management,79819.50204,43,1,IT,69783.6369,41,1,Finance,60991.45474,28,0,Unemployed,0,1,0,Other,53085.31717,53,0,3,3,5,33.2
Management,79819.50204,7,0,Management,79819.50204,12,1,Consultant,78074.16822,25,1,Government,78213.325,5,1,Finance,60991.45474,12,0,3,3,5,12.2
Management,79819.50204,2,1,Management,79819.50204,3,1,IT,69783.6369,10,0,IT,69783.6369,57,1,Consultant,78074.16822,41,1,2,3,5,22.6
Management,79819.50204,34,1,IT,69783.6369,30,1,IT,69783.6369,83,1,Other,53085.31717,99,1,Unemployed,0,6,1,2,1,5,50.4
Management,79819.50204,34,1,IT,69783.6369,30,1,IT,69783.6369,83,1,Other,53085.31717,99,1,Unemployed,0,6,1,2,1,5,50.4
Management,79819.50204,85,0,Other,53085.31717,63,1,Management,79819.50204,23,1,Management,79819.50204,35,1,Other,53085.31717,6,0,3,3,5,42.4
Law,52195,30,1,Other,53085.31717,9,1,Unemployed,0,3,1,Unemployed,0,3,0,Academia,63461.28125,3,1,3,3,5,9.6
Law,52195,28,1,Admin,51794.60833,10,1,Unemployed,0,13,0,Unemployed,0,0,0,Executive,123893.3069,6,1,1,1,4,11.4
Law,52195,26,1,Unemployed,0,11,1,Other,53085.31717,27,1,Marketing,50436.77654,51,1,Unemployed,0,8,1,3,3,5,24.6
Law,52195,18,1,Unemployed,0,40,1,Academia,63461.28125,52,0,Unemployed,0,2,0,Admin,51794.60833,5,0,3,3,5,23.4
Law,52195,2,0,Unemployed,0,8,0,Unemployed,0,8,1,Unemployed,0,3,1,Service,37263.83653,3,1,3,3,5,4.8
Law,52195,2,1,Unemployed,0,6,1,Unemployed,0,6,1,Unemployed,0,4,0,Unemployed,0,2,0,3,3,5,4
IT,69783.6369,3,1,Sales,47142.92286,18,0,IT,69783.6369,18,0,Other,53085.31717,2,0,Other,53085.31717,1,0,3,3,5,8.4
IT,69783.6369,3,1,Sales,47142.92286,18,0,IT,69783.6369,18,0,Other,53085.31717,2,0,Other,53085.31717,1,0,3,3,5,8.4
Management,79819.50204,105,0,IT,69783.6369,17,0,Consultant,78074.16822,54,0,Finance,60991.45474,40,0,Consultant,78074.16822,38,0,3,3,5,50.8
Marketing,50436.77654,8,1,Marketing,50436.77654,9,0,Marketing,50436.77654,8,1,Consultant,78074.16822,44,0,Sales,47142.92286,17,1,3,3,5,17.2
Marketing,50436.77654,6,1,Unemployed,0,8,1,Other,53085.31717,29,1,Unemployed,0,21,1,Sales,47142.92286,5,1,2,3,5,13.8
Management,79819.50204,22,1,Sales,47142.92286,25,1,Management,79819.50204,18,1,IT,69783.6369,11,1,IT,69783.6369,35,1,2,3,5,22.2
Management,79819.50204,10,0,Finance,60991.45474,59,1,Finance,60991.45474,6,1,Finance,60991.45474,63,1,Other,53085.31717,6,0,3,3,5,28.8
Management,79819.50204,6,1,Management,79819.50204,40,1,Management,79819.50204,26,0,HR,51182.90816,10,1,Consultant,78074.16822,115,0,3,3,5,39.4
Admin,51794.60833,3,1,Academia,63461.28125,24,1,IT,69783.6369,2,0,IT,69783.6369,11,0,Unemployed,0,29,0,3,3,5,13.8
Engineering,81584.97869,37,1,Management,79819.50204,21,1,Executive,123893.3069,16,0,Unemployed,0,4,1,Other,53085.31717,6,0,3,3,5,16.8
Engineering,81584.97869,26,1,Service,37263.83653,26,1,Service,37263.83653,10,1,IT,69783.6369,16,1,Sales,47142.92286,38,1,3,3,5,23.2
Engineering,81584.97869,15,1,Marketing,50436.77654,4,1,Sales,47142.92286,4,0,Sales,47142.92286,1,1,Sales,47142.92286,19,1,3,3,5,8.6
Engineering,81584.97869,5,1,IT,69783.6369,38,1,Finance,60991.45474,4,1,IT,69783.6369,5,1,IT,69783.6369,16,1,3,3,5,13.6
Engineering,81584.97869,2,1,Marketing,50436.77654,6,0,Management,79819.50204,4,1,Finance,60991.45474,9,1,Other,53085.31717,3,1,3,3,5,4.8
Academia,63461.28125,120,1,HR,51182.90816,83,0,Academia,63461.28125,5,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,44
Academia,63461.28125,15,0,Academia,63461.28125,49,1,Academia,63461.28125,50,0,Academia,63461.28125,23,0,Other,53085.31717,12,1,3,3,5,29.8
Academia,63461.28125,11,1,Academia,63461.28125,36,0,IT,69783.6369,12,0,Academia,63461.28125,3,0,Academia,63461.28125,6,0,3,1,5,13.6
Academia,63461.28125,2,1,Academia,63461.28125,53,0,Management,79819.50204,32,0,Executive,123893.3069,49,1,Academia,63461.28125,23,0,3,3,5,31.8
Admin,51794.60833,42,1,Marketing,50436.77654,19,1,Operations,69434.83383,21,1,Marketing,50436.77654,55,1,Unemployed,0,0,0,1,1,4,27.4
IT,69783.6369,8,0,Academia,63461.28125,7,0,Unemployed,0,2,0,Academia,63461.28125,3,1,Other,53085.31717,6,1,3,3,5,5.2
IT,69783.6369,26,1,IT,69783.6369,7,1,Academia,63461.28125,3,1,Academia,63461.28125,16,1,Other,53085.31717,6,0,3,3,5,11.6
IT,69783.6369,25,0,Other,53085.31717,2,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,9
IT,69783.6369,16,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,8
IT,69783.6369,9,0,Other,53085.31717,1,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,5.6
IT,69783.6369,8,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,6.4
Other,53085.31717,33,0,Consultant,78074.16822,24,0,Executive,123893.3069,40,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,21.8
Management,79819.50204,35,1,Management,79819.50204,51,0,Management,79819.50204,11,0,Other,53085.31717,36,0,IT,69783.6369,25,0,3,3,5,31.6
Management,79819.50204,1,0,Executive,123893.3069,48,0,Executive,123893.3069,145,0,IT,69783.6369,14,0,Operations,69434.83383,12,1,3,3,5,44
Management,79819.50204,23,0,Executive,123893.3069,56,1,Management,79819.50204,19,1,HR,51182.90816,35,1,Management,79819.50204,35,0,3,2,5,33.6
Management,79819.50204,35,1,Executive,123893.3069,5,1,Management,79819.50204,19,1,Executive,123893.3069,26,1,Executive,123893.3069,13,1,3,3,5,19.6
Marketing,50436.77654,1,0,Finance,60991.45474,24,0,Unemployed,0,3,1,Academia,63461.28125,3,1,Operations,69434.83383,3,1,3,3,5,6.8
Marketing,50436.77654,1,0,Marketing,50436.77654,22,1,Unemployed,0,6,0,Management,79819.50204,3,1,Marketing,50436.77654,4,1,3,3,5,7.2
Finance,60991.45474,24,1,Executive,123893.3069,17,1,Executive,123893.3069,12,1,Executive,123893.3069,22,1,Finance,60991.45474,3,1,3,3,5,15.6
Finance,60991.45474,20,1,Finance,60991.45474,28,1,Finance,60991.45474,3,1,Other,53085.31717,2,1,Academia,63461.28125,3,1,3,3,5,11.2
HR,51182.90816,31,1,IT,69783.6369,77,1,Unemployed,0,28,1,Management,79819.50204,52,1,Other,53085.31717,6,0,3,3,5,38.8
Other,53085.31717,7,0,Finance,60991.45474,41,1,Unemployed,0,35,0,Finance,60991.45474,12,1,Other,53085.31717,6,0,3,3,5,20.2
HR,51182.90816,13,1,Management,79819.50204,48,1,Management,79819.50204,42,1,Unemployed,0,12,0,Management,79819.50204,23,1,3,1,5,27.6
Other,53085.31717,58,1,Other,53085.31717,40,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,23.2
Other,53085.31717,23,1,Other,53085.31717,7,1,Other,53085.31717,1,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,8.6
Finance,60991.45474,8,1,Finance,60991.45474,4,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,6
Other,53085.31717,26,1,Management,79819.50204,36,1,Service,37263.83653,2,1,Management,79819.50204,31,1,Operations,69434.83383,6,0,3,3,5,20.2
Engineering,81584.97869,11,1,Academia,63461.28125,15,1,Engineering,81584.97869,5,0,Finance,60991.45474,30,0,Unemployed,0,0,0,3,3,4,12.2
IT,69783.6369,54,1,IT,69783.6369,6,0,IT,69783.6369,68,1,Engineering,81584.97869,140,1,Unemployed,0,0,0,2,3,4,53.6
Service,37263.83653,38,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,2,8.8
Service,37263.83653,38,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,2,8.8
Service,37263.83653,13,0,Service,37263.83653,52,1,Other,53085.31717,82,0,Government,78213.325,10,0,Unemployed,0,0,0,2,1,4,31.4
Service,37263.83653,15,1,IT,69783.6369,3,1,IT,69783.6369,14,1,Service,37263.83653,11,1,Other,53085.31717,6,0,2,1,5,9.8
Service,37263.83653,8,1,Service,37263.83653,1,1,Service,37263.83653,5,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,3,2.8
Service,37263.83653,1,1,Other,53085.31717,2,1,Other,53085.31717,5,1,Other,53085.31717,15,1,Service,37263.83653,27,0,3,3,5,10
Service,37263.83653,7,1,IT,69783.6369,91,0,IT,69783.6369,10,0,Other,53085.31717,12,0,Other,53085.31717,36,0,3,3,5,31.2
Management,79819.50204,203,0,Management,79819.50204,71,0,Service,37263.83653,21,0,Management,79819.50204,38,1,Other,53085.31717,6,1,2,1,5,67.8
Sales,47142.92286,43,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,8.6
IT,69783.6369,12,1,IT,69783.6369,24,1,IT,69783.6369,9,1,Finance,60991.45474,11,1,Marketing,50436.77654,15,1,3,3,5,14.2
IT,69783.6369,68,0,IT,69783.6369,44,0,Other,53085.31717,48,0,Unemployed,0,0,0,Unemployed,0,0,0,2,3,3,32
IT,69783.6369,14,1,Academia,63461.28125,40,1,IT,69783.6369,7,1,IT,69783.6369,22,0,IT,69783.6369,29,0,3,2,5,22.4
IT,69783.6369,39,1,IT,69783.6369,8,1,IT,69783.6369,4,1,IT,69783.6369,27,1,Other,53085.31717,5,1,2,3,5,16.6
Admin,51794.60833,22,0,Service,37263.83653,6,0,Other,53085.31717,12,0,Management,79819.50204,5,0,Service,37263.83653,10,0,3,3,5,11
Other,53085.31717,19,1,Other,53085.31717,11,0,Academia,63461.28125,591,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,126.6
Management,79819.50204,6,1,Sales,47142.92286,5,0,Executive,123893.3069,11,1,Management,79819.50204,59,0,Sales,47142.92286,10,1,3,3,5,18.2
Admin,51794.60833,11,0,Management,79819.50204,69,0,IT,69783.6369,42,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,26.8
Management,79819.50204,16,1,Other,53085.31717,48,1,Other,53085.31717,7,0,IT,69783.6369,12,1,Other,53085.31717,6,1,2,1,5,17.8
Management,79819.50204,16,1,Other,53085.31717,48,1,Other,53085.31717,7,0,IT,69783.6369,12,1,Other,53085.31717,6,1,2,1,5,17.8
Management,79819.50204,131,1,Service,37263.83653,78,1,Management,79819.50204,186,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,79
Management,79819.50204,131,1,Service,37263.83653,78,1,Management,79819.50204,186,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,79
Management,79819.50204,72,0,Finance,60991.45474,59,0,Unemployed,0,0,0,Unemployed,0,0,0,Management,79819.50204,6,0,1,1,3,27.4
Management,79819.50204,8,1,Service,37263.83653,7,1,Service,37263.83653,30,0,Other,53085.31717,60,1,Sales,47142.92286,50,1,3,3,5,31
Management,79819.50204,229,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,45.8
Management,79819.50204,67,1,Management,79819.50204,123,1,Unemployed,0,10,1,Marketing,50436.77654,31,0,Other,53085.31717,20,1,3,3,5,50.2
Management,79819.50204,32,1,Executive,123893.3069,44,1,Service,37263.83653,55,1,Management,79819.50204,132,1,Marketing,50436.77654,45,1,3,3,5,61.6
Management,79819.50204,31,0,Management,79819.50204,24,1,Unemployed,0,5,0,Marketing,50436.77654,7,1,Management,79819.50204,239,0,3,3,5,61.2
Management,79819.50204,11,0,Management,79819.50204,38,1,HR,51182.90816,37,0,Other,53085.31717,30,0,Other,53085.31717,6,0,3,3,5,24.4
Sales,47142.92286,3,1,Other,53085.31717,6,1,Unemployed,0,6,1,IT,69783.6369,6,1,IT,69783.6369,6,1,2,1,5,5.4
Sales,47142.92286,3,1,Other,53085.31717,6,1,Unemployed,0,6,1,IT,69783.6369,6,1,IT,69783.6369,6,1,2,1,5,5.4
Marketing,50436.77654,31,1,Service,37263.83653,10,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,11.8
Marketing,50436.77654,19,1,Unemployed,0,5,1,Other,53085.31717,4,1,Other,53085.31717,4,1,Other,53085.31717,6,0,3,3,5,7.6
Marketing,50436.77654,10,1,Management,79819.50204,12,1,Marketing,50436.77654,57,1,HR,51182.90816,8,1,Other,53085.31717,6,0,3,3,5,18.6
Marketing,50436.77654,0,0,Other,53085.31717,7,0,Service,37263.83653,12,0,Service,37263.83653,14,0,Other,53085.31717,6,0,3,3,4,7.8
Other,53085.31717,18,1,Other,53085.31717,10,0,Other,53085.31717,15,0,Other,53085.31717,13,0,Executive,123893.3069,30,1,3,3,5,17.2
Operations,69434.83383,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,1.2
Sales,47142.92286,3,1,Sales,47142.92286,6,1,Management,79819.50204,27,1,IT,69783.6369,22,1,Sales,47142.92286,22,1,3,3,5,16
Finance,60991.45474,59,0,Management,79819.50204,34,0,IT,69783.6369,46,1,Consultant,78074.16822,62,0,Other,53085.31717,6,0,3,3,5,41.4
Finance,60991.45474,11,1,Executive,123893.3069,80,1,Finance,60991.45474,11,0,Academia,63461.28125,4,1,Other,53085.31717,29,1,3,3,5,27
Finance,60991.45474,6,1,Finance,60991.45474,43,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,13.4
Finance,60991.45474,2,1,Operations,69434.83383,4,1,Consultant,78074.16822,3,1,Consultant,78074.16822,9,0,Finance,60991.45474,35,0,2,1,5,10.6
Finance,60991.45474,0,1,IT,69783.6369,44,1,IT,69783.6369,12,0,IT,69783.6369,11,0,Service,37263.83653,33,1,3,3,4,20
Finance,60991.45474,60,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,16.8
Finance,60991.45474,25,1,HR,51182.90816,23,0,Operations,69434.83383,20,1,IT,69783.6369,65,0,IT,69783.6369,58,0,3,3,5,38.2
Sales,47142.92286,80,0,Sales,47142.92286,90,0,Sales,47142.92286,59,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,48.2
Sales,47142.92286,33,0,Sales,47142.92286,34,1,Sales,47142.92286,104,1,Sales,47142.92286,6,0,Sales,47142.92286,47,1,3,3,5,44.8
Sales,47142.92286,6,1,Sales,47142.92286,7,0,Sales,47142.92286,6,0,Sales,47142.92286,15,0,Sales,47142.92286,18,0,1,3,5,10.4
Sales,47142.92286,10,1,Sales,47142.92286,33,1,IT,69783.6369,88,0,IT,69783.6369,40,1,Sales,47142.92286,29,0,3,3,5,40
Sales,47142.92286,11,1,Other,53085.31717,13,1,Management,79819.50204,4,1,Executive,123893.3069,6,1,Unemployed,0,6,0,2,1,5,8
Sales,47142.92286,23,1,Other,53085.31717,40,1,Sales,47142.92286,6,1,Sales,47142.92286,14,1,Executive,123893.3069,13,1,3,1,5,19.2
Sales,47142.92286,10,1,Government,78213.325,10,1,Management,79819.50204,10,1,Sales,47142.92286,12,1,Sales,47142.92286,14,1,3,3,5,11.2
Sales,47142.92286,5,0,Finance,60991.45474,6,0,Unemployed,0,12,1,Executive,123893.3069,42,1,Other,53085.31717,12,1,3,3,5,15.4
Sales,47142.92286,13,1,Marketing,50436.77654,12,1,Sales,47142.92286,7,1,Management,79819.50204,6,1,Other,53085.31717,1,1,3,3,5,7.8
Sales,47142.92286,5,0,Operations,69434.83383,14,0,Unemployed,0,12,1,Other,53085.31717,7,0,Service,37263.83653,11,0,3,3,5,9.8
Sales,47142.92286,28,0,Management,79819.50204,4,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,10
Sales,47142.92286,10,1,Finance,60991.45474,27,0,Marketing,50436.77654,5,0,Management,79819.50204,20,0,Other,53085.31717,12,0,3,3,5,14.8
Sales,47142.92286,63,1,IT,69783.6369,3,1,Unemployed,0,23,0,IT,69783.6369,123,1,Other,53085.31717,6,0,3,3,5,43.6
Sales,47142.92286,199,1,Other,53085.31717,41,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,51.6
Sales,47142.92286,37,1,Sales,47142.92286,11,1,Sales,47142.92286,18,1,Academia,63461.28125,7,1,Sales,47142.92286,7,1,3,3,5,16
Sales,47142.92286,32,1,Marketing,50436.77654,7,1,Consultant,78074.16822,35,0,Sales,47142.92286,25,0,Consultant,78074.16822,38,1,3,3,5,27.4
Sales,47142.92286,19,1,Operations,69434.83383,11,1,Sales,47142.92286,8,1,Academia,63461.28125,3,1,Other,53085.31717,6,0,3,3,5,9.4
Sales,47142.92286,0,1,Service,37263.83653,19,1,Management,79819.50204,7,0,Marketing,50436.77654,3,0,Other,53085.31717,6,0,3,3,4,7
Sales,47142.92286,11,1,IT,69783.6369,6,1,Operations,69434.83383,4,0,Sales,47142.92286,1,1,Service,37263.83653,1,0,3,2,5,4.6
Sales,47142.92286,2,1,Service,37263.83653,5,1,Marketing,50436.77654,68,1,Marketing,50436.77654,74,1,Sales,47142.92286,40,1,3,3,5,37.8
Sales,47142.92286,64,1,IT,69783.6369,23,1,Sales,47142.92286,83,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,36.4
Sales,47142.92286,36,1,Marketing,50436.77654,13,1,Other,53085.31717,7,1,Service,37263.83653,3,1,Unemployed,0,0,0,2,1,4,11.8
Sales,47142.92286,14,1,Marketing,50436.77654,27,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,8.2
Sales,47142.92286,14,1,Marketing,50436.77654,27,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,8.2
Sales,47142.92286,6,1,Sales,47142.92286,9,0,Sales,47142.92286,4,0,Other,53085.31717,6,0,HR,51182.90816,1,0,3,1,5,5.2
